head,relation,tail
思茅区,located in the administrative territorial entity,普洱市
南屏镇,located in the administrative territorial entity,思茅区
艺考,subclass of,教育
徐 之文,field of work,电力
车站小学,located in the administrative territorial entity,浦口区
京津冀,instance of,省份
国家广播电视总局,subsidiary,工业和信息化部
北京东六环改造工程,located in the administrative territorial entity,北京市
丁樱,award received,最美医生
刘永生,award received,最美医生
李燕明,award received,最美医生
张颖惠,award received,最美医生
陈峰,award received,最美医生
邵志敏,award received,最美医生
索朗片多,award received,最美医生
康敏,award received,最美医生
梁宗安,award received,最美医生
习近平新时代中国特色社会主义思想学习纲要,main subject,习近平新时代中国特色社会主义思想
中国融通集团,subsidiary,中国融通资产管理集团有限公司
新时代新征程,has cause,习近平新时代中国特色社会主义思想
新发展理念,part of,新时代
创新,part of,高质量发展
科技创新,part of,高质量发展
中国人民银行,subsidiary,招联
宿迁,located in the administrative territorial entity,江苏
皂河,located in the administrative territorial entity,江苏
淮滨,located in the administrative territorial entity,安徽省
淮滨港,located in the administrative territorial entity,淮滨
中华人民共和国行政处罚法,instance of,法律
中华人民共和国人口与计划生育法,instance of,法律
产品质量监督试行办法,instance of,法律
中华人民共和国国际海运条例,instance of,法律
国家航天局,item operated,陆地探测四号01星
中国铁建电气化局,item operated,昌景黄高铁
2023世界清洁能源装备大会,start time,2023年8月26日
敦煌研究院,located in the administrative territorial entity,兰州市
京津冀协同发展科技创新协同专题工作组,located in the administrative territorial entity,京
和平区,located in the administrative territorial entity,沈阳市
日有所诵,publisher,新华书店
黔西南布依族苗族自治州,located in the administrative territorial entity,贵州省
兴义市,located in the administrative territorial entity,黔西南布依族苗族自治州
网约车聚合平台,subclass of,网约车
南关区,located in the administrative territorial entity,长春市
鸿城街道,located in the administrative territorial entity,南关区
伊犁师范大学,located in the administrative territorial entity,北京
新疆理工学院,located in the administrative territorial entity,北京
西宁大学,located in the administrative territorial entity,北京
杨昆,member of,中国电力企业联合会
草原,part of,地球生态系统
"让家乡环境变个样子,让后人不再受沙漠之苦",located in the administrative territorial entity,宁夏
晋中,located in the administrative territorial entity,山西
灵石县,located in the administrative territorial entity,晋中
段纯镇,located in the administrative territorial entity,灵石县
灵石天聚鑫源煤业有限公司,headquarters location,灵石县
滨海湾花园,country,新加坡
滨海湾花园儿童节,country,新加坡
巴西,part of,金砖合作机制
俄罗斯,part of,金砖合作机制
印度,part of,金砖合作机制
南非,part of,金砖合作机制
戴维营会晤,participant,汪文斌
特拉维夫市首条轻轨,country,以色列
特拉维夫市首条轻轨,located in the administrative territorial entity,特拉维夫
特拉维夫,country,以色列
金砖国家,chairperson,习近平主席
金砖国家,chair,习近平主席
巴厘岛,located in the administrative territorial entity,印度尼西亚
会安,country,越南
爪哇岛,country,印度尼西亚
爪哇岛,country,泰国
日惹,country,印度尼西亚
日惹,country,泰国
2023年国际篮联篮球世界杯,number of participants,32
弥勒市,located in the administrative territorial entity,云南
埃因霍温,country,荷兰
温阳,title of chess person,特级大师
薛皓文,title of chess person,特级大师
肖同,title of chess person,特级大师
孔祥睿,title of chess person,特级大师
鹿妙夷,title of chess person,特级大师
阳春子,sport,乒乓球
正街社区,located in the administrative territorial entity,铜梁区
杨卫东,member of political party,中国共产党
玉桥街道,located in the administrative territorial entity,通州区
蒋北,located in the administrative territorial entity,香河县
习近平,position held,南非总统
约翰内斯堡坦博国际机场,place served by transport hub,约翰内斯堡
潘多尔,position held,南非总统
南非,office held by head of government,南非总统
南非,head of government,潘多尔
中南关系,country,南非
习近平,position held,南非
金砖国家工商界,country,南非
中南,diplomatic relation,南非
南非,diplomatic relation,中南
南非共和国总统府电力部,country,南非
南非科学技术部,country,南非
南非共和国科学创新部,country,南非
南非共和国贸易、工业和竞争部,country,南非
南非共和国总统,country,南非共和国
西里尔·拉马福萨,position held,南非共和国总统
西里尔·拉马福萨,country of citizenship,南非共和国
中华人民共和国主席,subclass of,国家元首
南非共和国,office held by head of state,南非共和国总统
南非共和国,office held by head of state,国家元首
国家元首,appointed by,中华人民共和国主席
金砖五国,chairperson,习近平主席
金砖国家领导人会晤,participant,习近平主席
习近平主席,significant event,金砖国家领导人会晤
美国,member of,联合国大会
美国,diplomatic relation,中华人民共和国
美国,diplomatic relation,巴拿马
美国,diplomatic relation,多米尼加
美国,diplomatic relation,萨尔瓦多
美国,diplomatic relation,尼加拉瓜
美国,diplomatic relation,洪都拉斯
民进党,country,美国
中美洲议会,country,美国
台湾地区,territory claimed by,美国
台湾地区,territory claimed by,中华人民共和国
立法院,country,美国
联合国大会,country,美国
中华人民共和国,member of,联合国大会
中华人民共和国,diplomatic relation,巴拿马
中华人民共和国,diplomatic relation,多米尼加
中华人民共和国,diplomatic relation,萨尔瓦多
中华人民共和国,diplomatic relation,尼加拉瓜
中华人民共和国,diplomatic relation,洪都拉斯
巴拿马,diplomatic relation,美国
匈牙利国会,chairperson,玛特劳伊
玛特劳伊,member of,匈牙利国会
全国人大外事委员会,country,中华人民共和国
许东,member of,全国人大外事委员会
许东,country of citizenship,中华人民共和国
中美洲议会,country,中华人民共和国
台湾,territory claimed by,中华人民共和国
立法院,country,中华人民共和国
中国全国人大,country,中华人民共和国
中华人民共和国,legislative body,立法院
中华人民共和国,legislative body,中国全国人大
中华人民共和国,member of,国际组织
开罗宣言,signatory,中华人民共和国
波茨坦公告,signatory,中华人民共和国
联合国大会第2758号决议,country,中华人民共和国
国际法,part of,国际组织
国际组织,main regulatory text,国际法
易卜拉欣,military branch,阿联酋空军
伯恩斯,position held,美国驻华大使
夏更生,member of,中国农业农村部
玛特劳伊,member of political party,匈牙利国会
C919,instance of,邮轮
太平湖特大桥,located in the administrative territorial entity,黄山
住房城乡建设部,subsidiary,农业农村部
沪港通,instance of,资本市场
深港通,instance of,资本市场
香港联交所,instance of,资本市场
香港联交所,headquarters location,香港
金砖国家领导人第十四次会晤,point in time,2022年6月23日
金砖国家领导人第十四次会晤,point in time,2022年6月22日
金砖国家工商论坛开幕式,point in time,2022年6月22日
2021年国家基本公共服务标准,point in time,2021年
国家发展改革委,part of,国务院办公厅
"夯实理论基础、淬炼过硬技术,时刻做好准备,才能不辜负国家的培养与信任",military branch,空军
暑假,subclass of,假期
三都镇,located in the administrative territorial entity,建德市
