head,relation,tail
新城区,located in the administrative territorial entity,西安
新城区,located in the administrative territorial entity,西安市
中国人民,office held by head of state,总书记
上海国际金融中心,instance of,国际金融中心
上海国际金融中心,located in the administrative territorial entity,上海
灵山县,located in the administrative territorial entity,广西
迁安市,located in the administrative territorial entity,河北省
东莞,part of,粤港澳大湾区
大朗镇,located in the administrative territorial entity,东莞
海关总署,applies to jurisdiction,广东
铁岭市,located in the administrative territorial entity,辽宁省
昌图县,located in the administrative territorial entity,铁岭市
长发镇,located in the administrative territorial entity,昌图县
蔡达峰,position held,民进中央主席
朱永新,position held,民进中央主席
实体经济,subclass of,制造业
北京公证行业,located in the administrative territorial entity,北京
十里湖,located in the administrative territorial entity,山东
郭洁芳,date of birth,1953年4月
塘栖古镇,located in the administrative territorial entity,京杭大运河
万亿电子伏特伽马射线,instance of,伽马暴
<unk>城区,located in the administrative territorial entity,枣庄市
水布垭镇,located in the administrative territorial entity,巴东县
商洛市,located in the administrative territorial entity,陕西
永新县,located in the administrative territorial entity,吉安市
台岭乡,located in the administrative territorial entity,永新县
天开高教科创园,located in the administrative territorial entity,天津市
眉山,located in the administrative territorial entity,四川
三苏祠,located in the administrative territorial entity,眉山
金兰寺遗址,located in the administrative territorial entity,广州
陂头岭遗址,located in the administrative territorial entity,广州
珠三角,located in the administrative territorial entity,广东
青海,capital,西宁市
大通县,located in the administrative territorial entity,西宁市
海西蒙古族藏族自治州,located in the administrative territorial entity,青海省
花土沟油田,located in the administrative territorial entity,青海省
下应街道,located in the administrative territorial entity,鄞州区
东河区,located in the administrative territorial entity,包头市
杨<unk>街道,located in the administrative territorial entity,东河区
黔江区,located in the administrative territorial entity,重庆市
鹅池镇,located in the administrative territorial entity,黔江区
河北省,capital,石家庄
石家庄,located in the administrative territorial entity,河北省
云南省,capital,昆明
昆明,located in the administrative territorial entity,云南省
北京市人力资源和社会保障局,applies to jurisdiction,北京市
北京市,executive body,北京市人力资源和社会保障局
温州,located in the administrative territorial entity,浙江省
洞头区,located in the administrative territorial entity,温州
洞头区,located in the administrative territorial entity,温州市
温州市,located in the administrative territorial entity,浙江
汉江,mouth of the watercourse,渭河
渭河,mouth of the watercourse,汉江
水利部,field of work,水利
汕头,located in the administrative territorial entity,广东省
大长山岛,located in the administrative territorial entity,广东
大长山岛,located in the administrative territorial entity,广东省
小长山岛,located in the administrative territorial entity,广东
小长山岛,located in the administrative territorial entity,广东省
大王家岛,located in the administrative territorial entity,广东
大王家岛,located in the administrative territorial entity,广东省
<unk>子岛,located in the administrative territorial entity,广东
<unk>子岛,located in the administrative territorial entity,广东省
南长山岛,located in the administrative territorial entity,广东
南长山岛,located in the administrative territorial entity,广东省
北长山岛,located in the administrative territorial entity,广东
北长山岛,located in the administrative territorial entity,广东省
<unk>矶岛,located in the administrative territorial entity,广东
<unk>矶岛,located in the administrative territorial,广东省
中国科学院重庆科学中心,located in the administrative territorial entity,重庆市
广西壮族自治区,capital,南宁
南宁,located in the administrative territorial entity,广西壮族自治区
榕江县,located in the administrative territorial entity,贵州省
哥德堡,country,瑞典
2024巴黎奥运会,point in time,2024年
第十六届世界夏季特殊奥林匹克运动会,location,柏林
芝加哥,country,美国
贵州省,capital,贵阳
贵阳,located in the administrative territorial entity,贵州省
贵州大学,located in the administrative territorial entity,贵阳
贵州师范大学,located in the administrative territorial entity,贵阳
贵州民族大学,located in the administrative territorial entity,贵阳
因山而困,located in the administrative territorial entity,马山县
石城县,located in the administrative territorial entity,赣州市
赣江,located in the administrative territorial entity,江西省
霍姆斯,country,叙利亚
纳安姆·鲁斯通,country of citizenship,叙利亚
罗伯托·坎波斯·内托,employer,巴西中央银行
巴西央行,chairperson,罗伯托·坎波斯·内托
叙利亚阿拉伯红新月会,country,叙
哈立德·侯布巴,member of political party,叙利亚阿拉伯红新月会
叙利亚发生强烈地震,country,叙
芯片和科学法,author,汪文斌
新西兰统计部门,country,新西兰
新西兰,currency,新西兰元
新西兰元,country,新西兰
新西兰旅游局,country,新西兰
新冠疫情,country,新西兰
新西兰商业、创新和就业部,country,新西兰
韩国,capital,首尔
首尔,country,韩国
会议事堂,country,韩国
会议事堂,located in the administrative territorial entity,首尔
福岛核污染水排海,country,日本
韩国政府,country,韩国
韩国政府,headquarters location,首尔
非物质文化遗产,conferred by,联合国教科文组织
山西,shares border with,陕西
陕西,shares border with,山西
旬邑县,located in the administrative territorial entity,陕西
宝安区,located in the administrative territorial entity,深圳市
马铃薯,subclass of,土豆
周恩来同志,member of political party,中国共产党
共建“一带一路”倡议,participant,王义桅
王义桅,notable work,共建“一带一路”倡议
朱京,position held,中华人民共和国驻刚果民主共和国特命全权大使
赵斌,position held,中华人民共和国驻刚果民主共和国特命全权大使
郭少春,position held,中华人民共和国驻刚果民主共和国特命全权大使
周鼎,position held,中华人民共和国驻刚果民主共和国特命全权大使
周鼎,position held,中华人民共和国驻
王勇,position held,全国政协主席
广东,instance of,省份
云南,instance of,省份
河北,instance of,省份
浙江,instance of,省份
湖北,instance of,省份
中央主题教育领导小组,office held by head of the organization,中共中央书记处书记
河南省农业农村厅,applies to jurisdiction,河南省
