head,relation,tail
北碚区,located in the administrative territorial entity,重庆市
法国第七届“科技万岁”科技创新展,country,法国
巴黎,continent,欧洲
凡尔赛门展览中心,country,法国
凡尔赛门展览中心,located in the administrative territorial entity,巴黎
意大利,continent,欧洲
德国,continent,欧洲
德国,currency,欧元
欧洲初创企业国家联盟,country,德国
麦肯锡咨询公司,country,德国
德国联邦经济和气候保护部,country,德国
德国联邦议院,country,德国
欧元,country,德国
法国,member of,联合国
伊拉克电力部,country,伊拉克
安巴尔省,located in the administrative territorial entity,伊拉克
萨乌德,country of citizenship,沙特阿拉伯
科潘遗址,country,洪都拉斯
科潘遗址,heritage designation,世界文化遗产
加德满都,country,尼泊尔
国际山地综合开发中心,headquarters location,加德满都
尼泊尔,capital,加德满都
伊莎贝拉·科齐耶尔,country of citizenship,尼泊尔
伊利集团,owned by,人民日报社
津巴布韦,diplomatic relation,中国
来华留学,subclass of,留学
来华留学生,field of this occupation,来华留学
来华留学生,field,来华留学
洛阳市,located in the administrative territorial entity,河南
国机集团,headquarters location,洛阳市
内蒙古,located in the administrative territorial entity,中华人民共和国
黑龙江,located in the administrative territorial entity,中华人民共和国
蒙城县,located in the administrative territorial entity,亳州市
小涧镇,located in the administrative territorial entity,蒙城县
物流,part of,国民经济
桂林市,located in the administrative territorial entity,广西
四川,capital,成都市
成都市,located in the administrative territorial entity,四川
武侯区,located in the administrative territorial entity,成都市
戏曲,subclass of,中华优秀传统文化
戏曲,subclass,中华优秀传统文化
于青山绿水间,genre,纪录片
孔庙,located in the administrative territorial entity,北京
北京钟鼓楼,located in the administrative territorial entity,北京
不止考古·我与三星堆,director,刘兴
新时代高质量发展,subclass of,高质量发展
乘用车,subclass of,汽车
商用车,subclass of,汽车
广东,head of government,习近平总书记
端午节,instance of,传统节日
龙舟节,instance of,传统节日
天中节,instance of,传统节日
端阳节,instance of,传统节日
浴兰节,instance of,传统节日
诗人节,instance of,传统节日
古蔺县,located in the administrative territorial entity,泸州市
水落河特大桥,located in the administrative territorial entity,泸州市
比利时,office held by head of state,国家主席
比利时,head of state,习近平
比利时,head of state,习近平主席
国务院总理,country,德国
巴伐利亚州,located in the administrative territorial entity,德国
巴伐利亚州,head of government,索德尔
索德尔,country of citizenship,德国
宝马公司,country,德国
宝马公司,chief executive officer,齐普策
齐普策,position held,国务院总理
齐普策,employer,宝马公司
人权,facet of,人类文明
何立峰,position held,中共中央政治局委员
林文兴,country of citizenship,新加坡
习近平同志,position held,中共中央政治局委员
习近平同志,position held,国务院副总理
马普赫万亚,country of citizenship,南非
习近平主席,position held,国防部长
突尼斯,continent,非洲
苏丹,continent,非洲
几内亚,continent,非洲
万象站,connecting line,中老铁路
卢森堡,instance of,国家
荷兰,instance of,国家
瑞士,instance of,国家
巴西,instance of,国家
空军航空兵某团飞行二大队,instance of,飞行二大队
寇晓燕,military branch,新疆生产建设兵团
人力资源和社会保障部,part of,国务院
文化强国建设高峰论坛,participant,总书记
河北雄安新区,instance of,雄安新区
济西,located in the administrative territorial entity,济南
新能源汽车,subclass of,动力电池
万家寨,mouth of the watercourse,黄河
三门峡,mouth of the watercourse,黄河
小浪底,mouth of the watercourse,黄河
陆浑,mouth of the watercourse,黄河
故县,mouth of the watercourse,黄河
河口村,mouth of the watercourse,黄河
襄阳,located in the administrative territorial entity,湖北
襄阳,located in the administrative territorial entity,湖北省
十堰,located in the administrative territorial entity,湖北
十堰,located in the administrative territorial entity,湖北省
海关,subsidiary,海关总署
杭州亚运会和亚残运会物流中心,located in the administrative territorial entity,杭州
张家口市,located in the administrative territorial entity,河北
怀来县,located in the administrative territorial entity,张家口市
