head,relation,tail
尹锡悦,position held,韩国总统
委内瑞拉,head of state,罗德里格斯
罗德里格斯,country of citizenship,委内瑞拉
习近平主席,country of citizenship,委内瑞拉
马杜罗,country of citizenship,委内瑞拉
埃默森,position held,贸易部长
上海合作组织成员国司法部长会议,country,上海合作组织
刘国中将,position held,国务院副总理
阿里亚斯,member of political party,民主社会进步党
林芝市,located in the administrative territorial entity,拉萨市
重要江河流域保护,instance of,法律
赵乐际委员长,part of,全国人大常委会
西部陆海新通道,part of,一带一路
西部陆海新通道,part,一带一路
教育强国,creator,习近平总书记
特困人员集中供养服务中心,located in the administrative territorial entity,聂荣县
国家重点实验室,located in the administrative territorial entity,辽宁省
党建引领,subclass of,治理
党建引领,治理,subclass of
党建引领,subclass of,subclass of
黄河,located in the administrative territorial entity,山西
偏关县,located in the administrative territorial entity,山西
乾坤湾,located in the administrative territorial entity,偏关县
博斯腾湖,located in the administrative territorial entity,新疆维吾尔自治区
国家水网,located in the administrative territorial entity,新疆维吾尔自治区
龙潭长江大桥,crosses,扬子江
大豆,subclass of,农作物
水稻,subclass of,农作物
玉米,subclass of,农作物
小麦,subclass of,农作物
全国人大常委会办公厅,part of,全国人大常委会
生态环境部,part of,全国人大常委会
翟津,award received,全国教书育人楷模
史宁中,award received,全国教书育人楷模
蔡小雄,award received,全国教书育人楷模
兰臻,award received,全国教书育人楷模
刘红宁,award received,全国教书育人楷模
韩冰川,award received,全国教书育人楷模
吴拥军,award received,全国教书育人楷模
李青霖,award received,全国教书育人楷模
亚丁湾,basin country,埃塞俄比亚
亚丁湾,basin country,厄立特里亚
亚丁湾,basin country,索马里
吉布提,located in or next to body of water,亚丁湾
吉布提,diplomatic relation,埃塞俄比亚
吉布提,diplomatic relation,厄立特里亚
吉布提,diplomatic relation,索马里
中国式现代化面对面,main subject,习近平新时代中国特色社会主义思想
中国式现代化面对面,main subject,马克思主义
岳阳市,located in the administrative territorial entity,湖南省
屈原管理区,located in the administrative territorial entity,岳阳市
人类生存在同一个星球,facet of,人类社会
人类社会,has quality,人类生存在同一个星球
人类社会现代化,facet of,人类生存在同一个星球
中国民航局,item operated,北京大兴国际机场
中国民航局,subsidiary,南方航空
南方航空,airline hub,北京大兴国际机场
律师,field of this occupation,法律
日喀则,located in the administrative territorial entity,西藏
东城坊镇,located in the administrative territorial entity,涿州
宝安国际机场,place served by transport hub,深圳
鄂州,located in the administrative territorial entity,湖北
花湖机场,place served by transport hub,鄂州
孙玲玲,position held,北京市高级人民法院副院长
沈某,position held,北京市高级人民法院副院长
龙岩市,located in the administrative territorial entity,闽
龙岩,located in the administrative territorial entity,闽
广东省市场监管局,located in the administrative territorial entity,广州
巨鹿县,located in the administrative territorial entity,邢台市
西郭城镇,located in the administrative territorial entity,巨鹿县
中央农村工作会议,participant,习近平总书记
陈妤颉,country of citizenship,巴西
杭州亚运会,sport,网球
杭州第19届亚运会,location,杭州
杭州,significant event,杭州第19届亚运会
库尔勒市,located in the administrative territorial entity,巴音郭楞蒙古自治州
伊宁市,located in the administrative territorial entity,伊犁哈萨克自治州
那拉提镇,located in the administrative territorial entity,新源县
丽思卡尔顿,located in the administrative territorial entity,乌鲁木齐市
河北,executive body,河北省委省政府
河北省委省政府,applies to jurisdiction,河北
雄安新区,located in the administrative territorial entity,石家庄市
邮储银行,subsidiary,邮储银行河北雄安分行
微众银行,owned by,人民日报社
美联社,country,美国
夏威夷毛伊岛野火灾害,country,美国
夏威夷毛伊岛野火灾害,instance of,野火
拉海纳,country,美国
日本福岛核污染水处置,country,日本
海啸,has cause,核污染水
核污染水,has cause,海啸
佩尔多莫,country of citizenship,古巴
马丁内斯,country of citizenship,古巴
伍浩,member of political party,中国国家发展和改革委员会
马辉,member of political party,中国国家发展和改革委员会
埃马纽埃尔·奥索蒂,country of citizenship,尼日利亚
佩拉吉迪斯,country of citizenship,希腊
内罗毕宣言,country,肯尼亚
