head,relation,tail
习近平,position held,中共中央总书记
习近平,position held,国家主席
习近平,position held,中央军委主席
习近平同志,member of political party,中国共产党
习近平同志,member of political party,党中央
党中央,chairperson,习近平同志
谷雨刚,member of political party,中国共产党
中国航天科技集团有限公司,different from,中国航天科工集团有限公司
中国航天科工集团有限公司,different from,中国航天科技集团有限公司
海淀区,located in the administrative territorial entity,北京市
西北旺镇,located in the administrative territorial entity,海淀区
全国公安交管部门,applies to jurisdiction,全国
全国铁路,located in the administrative territorial entity,全国
长山峪镇,located in the administrative territorial entity,滦平县
承德市,located in the administrative territorial entity,河北省
滦平县,located in the administrative territorial entity,承德市
湖北省,capital,武汉市
武汉市,located in the administrative territorial entity,湖北省
四川,capital,成都
成都,located in the administrative territorial entity,四川
中国空间站,part of,文昌航天发射场
长征六号丙运载火箭,start point,文昌航天发射场
安达亚,position held,菲律宾教育部课程发展司司长
多吉迈·托维贝,member of political party,巴布亚新几内亚潘古党
习近平谈治国理政,author,多吉迈·托维贝
地铁,located in the administrative territorial entity,北京
阿布基尔集装箱码头,country,埃及
亚历山大,country,埃及
阿布基尔,country,埃及
多米尼加,part of,拉美
多米尼加,office held by head of state,多米尼加总统
多米尼加,head of state,阿比纳德尔
多米尼加,head of state,梅迪纳
阿比纳德尔,position held,多米尼加总统
梅迪纳,position held,多米尼加总统
多米尼加,part of,多米尼加总统
慕尼黑,country,德国
中国银行法兰克福分行,country,德国
胡善君,employer,中国银行法兰克福分行
中国航天科技集团有限公司,item operated,长征三号甲系列运载火箭
长征三号甲系列运载火箭,manufacturer,中国航天科技集团有限公司
中国铁路兰州局集团有限公司,item operated,银川动车运用车间“雷锋号”机车组
奥运火炬,point in time,2008年5月8日
奥运火炬,located in the administrative territorial entity,珠穆朗玛峰峰顶
国家电影局,headquarters location,北京
中央广播电视总台,headquarters location,北京
北京市人民政府,located in the administrative territorial entity,北京
北京国际电影节,location,北京
北京,executive body,北京市人民政府
氹仔军营,located in the administrative territorial entity,澳门
氹仔军营,located,澳门
2023国际消费季,point in time,2023
兴化里下河国家湿地公园,located in the administrative territorial entity,江苏
京杭大运河,located in the administrative territorial entity,山东
裴先峰,field of work,焊接
劳动模范,field of this occupation,劳动
沈亦伶,spouse,张芳曼
张芳曼,spouse,沈亦伶
浙江,capital,杭州
杭州,located in the administrative territorial entity,浙江
富阳区,located in the administrative territorial entity,杭州
顾建军,educated at,南京师范大学
九年制义务教育,subclass of,义务教育
湖北,capital,武汉
武汉,located in the administrative territorial entity,湖北
赣州,located in the administrative territorial entity,江西
朝阳区,located in the administrative territorial entity,北京市
张芳曼,occupation,设计
乡村振兴,part of,新时代
克度镇,located in the administrative territorial entity,平塘县
中国天眼,located in the administrative territorial entity,贵州省
中国天眼,instance of,球面射电望远镜
科普旅游,subclass of,旅游
沈亦伶,occupation,版式设计
2027年,point in time,2027年
新时代中国青年运动,part of,新时代
新时代新征程,part of,新时代
东风汽车集团有限公司,instance of,企业
哈尔滨电气集团有限公司,instance of,企业
中国东方电气集团有限公司,instance of,企业
鞍钢集团有限公司,instance of,企业
2022年,point in time,2022年
崇左,located in the administrative territorial entity,广西
龙州县,located in the administrative territorial entity,崇左
中共中央政治局会议,part of,中国共产党
陕西省,capital,西安市
西安市,located in the administrative territorial entity,陕西省
大明宫遗址公园,located in the administrative territorial entity,西安市
北山根村,located in the administrative territorial entity,滦平县
